Pack,nCopies,Card,Mana Cost,Adj. Games Played,Adj. Wins,Adj. Losses,Games Played,Wins,Losses,Win Rate,Conservative Rating,Mean,StdDev,Tier,Turns to Win,Turns to Lose
J25 Bookworms 1,1,"Trial of Knowledge",{3}{U},878,358,520,878,358,520,0.40774487471526194,27.78919285246042,33.121106269309784,1.777304472283121,D,21.002793296089386,19.93076923076923
J25 Bookworms 1,1,"Overflowing Insight",{4}{U}{U}{U},61,30,31,61,30,31,0.4918032786885246,3.0697636726660615,11.036287976316197,2.655508101216712,E,24.7,24.032258064516128
J25 Bookworms 1,1,"Syr Elenora, the Discerning",{3}{U}{U},5,1,4,5,1,4,0.2,55.596918691853574,73.37938134971448,5.927487552620302,C,18.0,21.75
J25 Bookworms 2,1,"Phantasmal Shieldback",{U},1175,435,740,1175,435,740,0.3702127659574468,45.1544447076097,50.50681509740241,1.7841234632642367,C,20.855172413793102,20.52027027027027
J25 Bookworms 2,1,"Drag Under",{2}{U},1120,428,692,1120,428,692,0.3821428571428571,41.68426382159994,47.001294355115405,1.7723435111718207,D,21.10981308411215,20.684971098265898
J25 Bookworms 2,1,"Faerie Vandal",{1}{U},1080,420,660,1080,420,660,0.3888888888888889,69.65544797237331,74.95628224992217,1.7669447591829537,B,20.492857142857144,20.342424242424244
J25 Bookworms 2,1,"Memorial to Genius",no cost,1210,395,815,1210,395,815,0.32644628099173556,24.409381614992842,29.946147846446166,1.8455887438177745,D,20.51139240506329,19.060122699386504
J25 Bookworms 2,1,"Mystic Skyfish",{2}{U},1114,382,732,1114,382,732,0.34290843806104127,55.94528942139476,61.59463664371759,1.8831157407742778,C,21.345549738219894,20.471311475409838
J25 Bookworms 2,1,"Sky-Eel School",{3}{U}{U},996,381,615,996,381,615,0.3825301204819277,58.81230063666172,64.35398367561999,1.8472276796527574,C,21.64041994750656,20.8130081300813
J25 Bookworms 2,1,"Muse Drake",{3}{U},992,356,636,992,356,636,0.3588709677419355,61.26111071622952,66.74192557900447,1.8269382875916516,C,21.31179775280899,20.583333333333332
J25 Bookworms 2,1,"Reckless Scholar",{2}{U},1034,355,679,1034,355,679,0.34332688588007737,43.37735953075104,48.884761452810935,1.83580064068663,D,21.52112676056338,20.403534609720175
J25 Bookworms 2,1,"Witching Well",{U},996,311,685,996,311,685,0.31224899598393574,26.470280517095137,32.013174295862314,1.847631259589059,D,21.093247588424436,19.535766423357664
J25 Bookworms 2,1,"Teferi's Ageless Insight",{2}{U}{U},771,229,542,771,229,542,0.29701686121919585,21.604605783145225,27.22594757652194,1.8737805977922382,E,22.2882096069869,20.35977859778598
J25 Bookworms 2,1,"Syr Elenora, the Discerning",{3}{U}{U},7,4,3,7,4,3,0.5714285714285714,56.708907167183625,74.11884869673577,5.803313843184047,C,24.0,32.333333333333336
J25 Bookworms 2,1,"Starlight Snare",{2}{U},1,0,1,1,0,1,0.0,70.68816012038425,94.304647100432,7.872162326682582,B,NaN,18.0
J25 Bookworms 3,1,"Cartouche of Knowledge",{1}{U},1134,552,582,1134,552,582,0.48677248677248675,65.11019439278908,70.34125574789145,1.743687118367454,C,19.244565217391305,19.77147766323024
J25 Bookworms 3,1,"Thopter Mechanic",{1}{U},1154,486,668,1154,486,668,0.42114384748700173,70.67445109161406,76.20750380860153,1.8443509056624885,B,19.88888888888889,20.65568862275449
J25 Bookworms 3,1,"Drag Under",{2}{U},1147,477,670,1147,477,670,0.41586748038360943,46.424620664605506,51.65479937413792,1.743392903177473,C,20.230607966457022,20.81641791044776
J25 Bookworms 3,1,"Lat-Nam Adept",{3}{U},1167,451,716,1167,451,716,0.3864610111396744,63.82888935001078,69.33148563347845,1.8341987611558905,C,20.631929046563194,20.550279329608937
J25 Bookworms 3,1,"Shore Keeper",{U},1187,450,737,1187,450,737,0.37910699241786017,42.21678143046236,47.891707898437915,1.8916421559918506,D,20.366666666666667,20.53867028493894
J25 Bookworms 3,1,"Omen of the Sea",{1}{U},1151,434,717,1151,434,717,0.37706342311033886,23.95461848286633,29.33354523721122,1.7929755847816293,D,20.27188940092166,19.573221757322177
J25 Bookworms 3,1,"Mystic Skyfish",{2}{U},1160,425,735,1160,425,735,0.36637931034482757,51.94041271480481,57.57171133955788,1.8770995415843579,C,20.543529411764705,20.337414965986394
J25 Bookworms 3,1,"Reckless Scholar",{2}{U},1079,370,709,1079,370,709,0.34291010194624655,38.02742513068324,43.527306680479285,1.8332938499320137,D,20.872972972972974,20.304654442877293
J25 Bookworms 3,1,"Trial of Knowledge",{3}{U},898,349,549,898,349,549,0.388641425389755,25.93246236747052,31.541719190972273,1.869752274500584,D,20.965616045845273,20.145719489981786
J25 Bookworms 3,1,"Syr Elenora, the Discerning",{3}{U}{U},7,5,2,7,5,2,0.7142857142857143,66.21696681605853,85.00581829850188,6.262950494147781,C,21.2,21.0
J25 Bookworms 3,1,"Sphinx of Enlightenment",{4}{U}{U},7,5,2,7,5,2,0.7142857142857143,82.45803403929534,100.78528790943865,6.109084623381101,B,24.4,27.0
J25 Bookworms 4,1,"Opt",{U},1256,578,678,1256,578,678,0.4601910828025478,10.527967780761145,15.770533222230132,1.7475218138229958,E,20.19031141868512,18.9188790560472
J25 Bookworms 4,1,"Drag Under",{2}{U},1152,572,580,1152,572,580,0.4965277777777778,42.835209211787856,48.06084931170945,1.7418800333071978,D,20.713286713286713,19.670689655172414
J25 Bookworms 4,1,"Nadir Kraken",{1}{U}{U},997,561,436,997,561,436,0.5626880641925778,109.01060781690454,114.17808586989165,1.722492684329034,A,20.59536541889483,19.979357798165136
J25 Bookworms 4,1,"Phantasmal Shieldback",{U},1088,534,554,1088,534,554,0.49080882352941174,44.693288732774256,49.94640871804755,1.751039995091097,D,20.687265917602996,19.74548736462094
J25 Bookworms 4,1,"Memorial to Genius",no cost,1276,509,767,1276,509,767,0.3989028213166144,11.825582638579402,17.238554091416688,1.8043238176124285,E,20.56974459724951,18.037809647979138
J25 Bookworms 4,1,"Faerie Vandal",{1}{U},1009,503,506,1009,503,506,0.4985133795837463,52.75027570442712,57.94509891203526,1.731607735869382,C,20.08747514910537,19.57114624505929
J25 Bookworms 4,1,"Lat-Nam Adept",{3}{U},1052,482,570,1052,482,570,0.45817490494296575,53.174012582721936,58.3086285897533,1.7115386690104535,C,21.085062240663902,19.79824561403509
J25 Bookworms 4,1,"Reckless Scholar",{2}{U},956,438,518,956,438,518,0.4581589958158996,50.818003931028024,56.040733604186386,1.740909891052788,C,20.700913242009133,19.324324324324323
J25 Bookworms 4,1,"Sky-Eel School",{3}{U}{U},928,437,491,928,437,491,0.4709051724137931,61.93308218294407,67.14645989650904,1.7377925711883249,C,21.05720823798627,19.973523421588595
J25 Bookworms 4,1,"Soul Read",{3}{U},907,426,481,907,426,481,0.4696802646085998,28.42577089165365,33.683142967310786,1.7524573585523795,D,21.7018779342723,19.856548856548855
J25 Bookworms 4,1,"Tolarian Kraken",{4}{U}{U},735,365,370,735,365,370,0.4965986394557823,83.25593329170506,88.52842376034054,1.7574968228784957,B,21.835616438356166,21.002702702702702
J25 Bookworms 4,1,"Syr Elenora, the Discerning",{3}{U}{U},1,1,0,1,1,0,1.0,75.22389233155357,99.12792455254785,7.968010740331425,B,23.0,NaN
J25 Burning,1,"Flames of the Firebrand",{2}{R},1107,586,521,1107,586,521,0.5293586269196026,65.4674721112458,70.93634596810463,1.8229579522862782,C,18.890784982935152,20.719769673704416
J25 Burning,1,"Play with Fire",{R},1116,569,547,1116,569,547,0.5098566308243727,57.17464713058036,62.5559367633077,1.7937632109091124,C,19.333919156414762,20.621572212065814
J25 Burning,1,"Wildfire Elemental",{2}{R}{R},1024,548,476,1024,548,476,0.53515625,60.60187294187369,66.06721887958318,1.8217819792364986,C,19.131386861313867,21.01050420168067
J25 Burning,1,"Firespitter Whelp",{2}{R},1037,546,491,1037,546,491,0.5265188042430087,68.0785102826182,73.4627474115638,1.7947457096485346,B,18.694139194139193,20.73727087576375
J25 Burning,1,"Fathom Fleet Firebrand",{1}{R},1030,539,491,1030,539,491,0.5233009708737864,55.83465805581686,61.14031921281415,1.7685537189990954,C,18.974025974025974,20.820773930753564
J25 Burning,1,"Hearts on Fire",{1}{R},884,521,363,884,521,363,0.5893665158371041,55.12964257720333,60.51138112114518,1.7939128479806166,C,19.301343570057583,21.201101928374655
J25 Burning,1,"Goblin Fireslinger",{R},1029,487,542,1029,487,542,0.47327502429543244,43.731252215556594,48.95866287776833,1.7424702207372473,D,19.318275154004105,20.642066420664207
J25 Burning,1,"Firebrand Archer",{1}{R},949,472,477,949,472,477,0.49736564805057953,54.45303991867745,59.9031401004553,1.8167000605926198,C,18.641949152542374,20.69601677148847
J25 Burning,1,"Chandra's Spitfire",{2}{R},935,465,470,935,465,470,0.49732620320855614,50.86311776111121,56.24237526189259,1.7930858335937914,C,19.52258064516129,20.704255319148935
J25 Burning,1,"Rionya, Fire Dancer",{3}{R}{R},833,462,371,833,462,371,0.5546218487394958,78.88228070836948,84.02120496328503,1.712974751638516,B,19.848484848484848,21.40700808625337
J25 Burning,1,"Jaya's Firenado",{4}{R},902,456,446,902,456,446,0.5055432372505543,66.44005796549511,71.7918041969621,1.7839154104889987,C,20.021929824561404,21.289237668161434
J25 Burning,1,"Bloodfire Expert",{2}{R},950,445,505,950,445,505,0.46842105263157896,58.04974652042306,63.53147887403014,1.8272441178690284,C,19.78426966292135,21.154455445544553
J25 Chaos,1,"Chromatic Lantern",{3},1113,523,590,1113,523,590,0.46990116801437554,31.89052216450626,37.337920687398366,1.8157995076307014,D,20.91395793499044,19.21186440677966
J25 Chaos,1,"Druid of the Anima",{1}{G},1080,518,562,1080,518,562,0.47962962962962963,38.9580573403843,44.528069458193826,1.8566707059365073,D,21.023166023166024,19.647686832740213
J25 Chaos,1,"Bloodbraid Elf",{2}{R}{G},947,495,452,947,495,452,0.5227032734952481,53.132053972649324,58.76353934615422,1.8771617911682983,C,20.65050505050505,19.778761061946902
J25 Chaos,1,"Ash Barrens",no cost,1208,458,750,1208,458,750,0.3791390728476821,30.356489539080894,36.04727774691886,1.8969294026126549,D,21.021834061135372,18.168
J25 Chaos,1,"Violent Outburst",{1}{R}{G},639,438,201,639,438,201,0.6854460093896714,46.837444955825845,52.483082308643084,1.8818791176057452,C,20.968036529680365,21.502487562189053
J25 Chaos,1,"Bituminous Blast",{3}{B}{R},755,408,347,755,408,347,0.5403973509933775,41.30017060438851,46.95453553192098,1.88478830917749,D,21.41176470588235,20.654178674351584
J25 Chaos,1,"Fiery Fall",{5}{R},908,404,504,908,404,504,0.44493392070484583,58.0563060836241,63.63307203134265,1.858921982572849,C,21.668316831683168,19.15277777777778
J25 Chaos,1,"Shardless Outlander",{7},1052,396,656,1052,396,656,0.376425855513308,45.75188131441247,51.39761877616821,1.8819124872519122,C,21.401515151515152,18.253048780487806
J25 Chaos,1,"Averna, the Chaos Bloom",{G}{U}{R},782,394,388,782,394,388,0.5038363171355499,52.87173541385563,58.507873648413224,1.8787127448525314,C,21.527918781725887,20.47938144329897
J25 Chaos,1,"Terramorphic Expanse",no cost,840,347,493,840,347,493,0.41309523809523807,26.60783218872363,32.2222269051969,1.8714649054910895,D,20.812680115273775,18.32657200811359
J25 Chaos,1,"Enlisted Wurm",{4}{G}{W},639,346,293,639,346,293,0.5414710485133021,43.95634753539919,49.59407600958792,1.879242824729578,D,22.358381502890172,21.853242320819113
J25 Chaos,1,"Fusion Elemental",{W}{U}{B}{R}{G},578,330,248,578,330,248,0.5709342560553633,71.88917979027755,77.23892528874832,1.783248499490258,B,22.042424242424243,22.04032258064516
J25 Chaos,1,"Maelstrom Colossus",{8},430,250,180,430,250,180,0.5813953488372093,55.32524164247142,60.71103149748029,1.7952632850029586,C,23.212,23.522222222222222
J25 Clerics 1,1,"Agonizing Syphon",{3}{B},1170,720,450,1170,720,450,0.6153846153846154,75.92524177524349,81.58101523711541,1.8852578206239716,B,20.8125,22.946666666666665
J25 Clerics 1,1,"Disfigure",{B},1160,665,495,1160,665,495,0.5732758620689655,64.50042299270166,70.07953816477706,1.8597050573584664,C,20.71278195488722,22.22020202020202
J25 Clerics 1,1,"Nullpriest of Oblivion",{1}{B},1095,663,432,1095,663,432,0.6054794520547945,76.39863333571657,81.95097549142271,1.8507807185687126,B,20.289592760180994,22.52314814814815
J25 Clerics 1,1,"Taborax, Hope's Demise",{2}{B},1135,658,477,1135,658,477,0.5797356828193833,65.54003345514863,71.03276365418472,1.8309100663453624,C,20.33434650455927,21.9937106918239
J25 Clerics 1,1,"Scion of the Swarm",{3}{B}{B},1100,648,452,1100,648,452,0.5890909090909091,85.0021140874686,90.43450555727641,1.8107971566026047,B,21.27314814814815,22.652654867256636
J25 Clerics 1,1,"Skemfar Shadowsage",{3}{B},1092,621,471,1092,621,471,0.5686813186813187,68.92184844350491,74.31990072845315,1.7993507616494138,B,21.278582930756844,22.348195329087048
J25 Clerics 1,1,"Eerie Soultender",{2}{B},1174,620,554,1174,620,554,0.5281090289608177,45.17693184413696,50.60551200731096,1.8095267210580026,C,21.31290322580645,22.21480144404332
J25 Clerics 1,1,"Koma's Faithful",{2}{B},1133,607,526,1133,607,526,0.5357458075904677,48.6858433947418,54.207792713302666,1.8406497728536204,C,21.070840197693574,22.32319391634981
J25 Clerics 1,1,"Bonecaller Cleric",{1}{B},1063,582,481,1063,582,481,0.5475070555032926,51.03505756655807,56.385318675185886,1.7834203695426043,C,20.57388316151203,22.13929313929314
J25 Clerics 1,1,"Archfiend's Vessel",{B},1053,571,482,1053,571,482,0.5422602089268755,54.86868559249762,60.338532966077324,1.8232824578599012,C,20.765323992994745,21.66390041493776
J25 Clerics 1,1,"Revoke Demise",{4}{B},918,497,421,918,497,421,0.5413943355119826,45.764607743127826,51.13405154996176,1.789814602277979,C,22.02414486921529,22.755344418052257
J25 Clerics 1,1,"Dark Bargain",{3}{B},534,300,234,534,300,234,0.5617977528089888,15.21385440491464,20.76916409557856,1.8517698968879734,E,22.453333333333333,24.055555555555557
J25 Clerics 2,1,"Disfigure",{B},1140,571,569,1140,571,569,0.5008771929824561,64.21072268517706,69.5576498212164,1.7823090453464485,C,20.63572679509632,20.966608084358523
J25 Clerics 2,1,"Taborax, Hope's Demise",{2}{B},1082,568,514,1082,568,514,0.5249537892791127,69.3462482511755,74.50766330176668,1.720471683530397,B,20.670774647887324,20.708171206225682
J25 Clerics 2,1,"Koma's Faithful",{2}{B},1102,559,543,1102,559,543,0.5072595281306715,61.6572107911983,66.9970728189915,1.7799540092643975,C,20.88908765652952,20.755064456721914
J25 Clerics 2,1,"Priest of Gix",{2}{B},1067,524,543,1067,524,543,0.49109653233364575,48.80491693919867,53.95679141244717,1.7172914910828316,C,20.801526717557252,20.570902394106813
J25 Clerics 2,1,"Scion of the Swarm",{3}{B}{B},1016,522,494,1016,522,494,0.5137795275590551,76.88876611949885,82.08385436475662,1.7316960817525888,B,21.114942528735632,21.261133603238868
J25 Clerics 2,1,"Archfiend's Vessel",{B},1062,511,551,1062,511,551,0.4811676082862524,52.30042261692865,57.59582789798212,1.7651350936844892,C,20.659491193737768,20.78765880217786
J25 Clerics 2,1,"Bonecaller Cleric",{1}{B},1067,505,562,1067,505,562,0.4732895970009372,56.689390428079335,61.934159044181186,1.7482562053672832,C,20.704950495049506,20.4288256227758
J25 Clerics 2,1,"Elderfang Disciple",{1}{B},989,475,514,989,475,514,0.48028311425682507,35.10078853430958,40.37891645297701,1.7593759728891438,D,20.92,20.747081712062258
J25 Clerics 2,1,"Entomber Exarch",{2}{B}{B},962,462,500,962,462,500,0.4802494802494803,55.100210667126994,60.39239102995086,1.7640601209412878,C,21.935064935064936,21.132
J25 Clerics 2,1,"Revoke Demise",{4}{B},835,385,450,835,385,450,0.46107784431137727,43.00554299983716,48.2868233978719,1.7604267993449114,D,21.885714285714286,21.5
J25 Clerics 2,1,"Dark Bargain",{3}{B},534,294,240,534,294,240,0.550561797752809,40.855052165025015,46.09880664344571,1.7479181594735655,D,22.034013605442176,21.7125
J25 Clerics 2,1,"Severed Strands",{1}{B},5,4,1,5,4,1,0.8,78.5117992733324,96.65024221586329,6.046147647510296,B,28.0,33.0
J25 Clerics 3,1,"Vito, Thorn of the Dusk Rose",{2}{B},1245,647,598,1245,647,598,0.5196787148594377,84.25408284865641,89.6350298424298,1.7936489979244656,B,21.415765069551778,21.62876254180602
J25 Clerics 3,1,"Agonizing Syphon",{3}{B},1117,598,519,1117,598,519,0.5353625783348255,72.64909335611051,78.23873290437622,1.8632131827552343,B,21.96153846153846,22.759152215799613
J25 Clerics 3,1,"Moment of Craving",{1}{B},1156,584,572,1156,584,572,0.5051903114186851,61.27049449206817,66.94723181848492,1.8922457754722517,C,21.809931506849313,22.1993006993007
J25 Clerics 3,1,"Koma's Faithful",{2}{B},1151,554,597,1151,554,597,0.48132059079061684,52.83400984718889,58.426685311013486,1.8642251546082,C,21.736462093862816,22.48073701842546
J25 Clerics 3,1,"Eerie Soultender",{2}{B},1161,543,618,1161,543,618,0.46770025839793283,52.79052607776155,58.25554551230718,1.8216731448485435,C,22.16022099447514,22.385113268608414
J25 Clerics 3,1,"Revoke Demise",{4}{B},1005,541,464,1005,541,464,0.5383084577114428,63.52637141929877,69.09137210494254,1.855000228547923,C,21.959334565619223,22.896551724137932
J25 Clerics 3,1,"Bonecaller Cleric",{1}{B},1127,529,598,1127,529,598,0.46938775510204084,48.35821982752117,53.88560627472483,1.8424621490678865,C,21.722117202268432,22.339464882943144
J25 Clerics 3,1,"Skemfar Shadowsage",{3}{B},1094,511,583,1094,511,583,0.4670932358318099,56.3229574820322,62.006402825095506,1.894481781021101,C,21.968688845401175,22.847341337907377
J25 Clerics 3,1,"Elderfang Disciple",{1}{B},1019,488,531,1019,488,531,0.478900883218842,31.21882692105723,36.761859965290256,1.8476776814110096,D,21.848360655737704,22.62146892655367
J25 Clerics 3,1,"Scion of Darkness",{5}{B}{B}{B},957,454,503,957,454,503,0.47439916405433646,45.54993276416231,51.01229192459118,1.8207863868096241,C,22.72466960352423,22.254473161033797
J25 Clerics 3,1,"Dark Bargain",{3}{B},567,304,263,567,304,263,0.5361552028218695,20.48769602358621,26.100903253616547,1.8710690766767792,E,23.407894736842106,24.41444866920152
J25 Clerics 3,1,"Dark Supplicant",{B},9,1,8,9,1,8,0.1111111111111111,36.50247549932073,52.240717823139654,5.246080774606307,D,22.0,26.75
J25 Clerics 4,1,"Vito, Thorn of the Dusk Rose",{2}{B},1188,627,561,1188,627,561,0.5277777777777778,76.51069004368985,81.84431881199718,1.777876256102446,B,20.25358851674641,20.397504456327987
J25 Clerics 4,1,"Extinguish the Light",{2}{B}{B},1123,612,511,1123,612,511,0.5449688334817453,77.15972162201209,82.62453438959633,1.8216042558614143,B,21.15032679738562,21.213307240704502
J25 Clerics 4,1,"Scion of the Swarm",{3}{B}{B},953,550,403,953,550,403,0.577124868835257,85.93815592077416,91.13277571719604,1.731539932140626,B,21.594545454545454,21.63771712158809
J25 Clerics 4,1,"Archfiend's Vessel",{B},1104,545,559,1104,545,559,0.4936594202898551,45.75102912299464,51.212300812961885,1.8204238966557498,C,20.522935779816514,20.73345259391771
J25 Clerics 4,1,"Skemfar Shadowsage",{3}{B},1010,527,483,1010,527,483,0.5217821782178218,67.66829810542923,72.9566252886083,1.7627757277263543,B,21.229601518026566,21.196687370600415
